category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1901474	0.420209541972992	0.910714165532864	1	6	azole transmembrane transporter activity	MF	1	1
GO:0031032	0.420352313470072	0.700523145315705	11	100	actomyosin structure organization	BP	1	1
GO:0001838	0.420519951344005	0.913637555868759	1	5	embryonic epithelial tube formation	BP	1	1
GO:0034237	0.420622996867704	0.910517591778408	1	6	protein kinase A regulatory subunit binding	MF	1	1
GO:0046085	0.421579546615489	0.907880114884584	1	7	adenosine metabolic process	BP	1	1
GO:0018202	0.421877293869239	0.904851443514685	1	9	peptidyl-histidine modification	BP	1	1
GO:0034518	0.422083737520249	0.907634030142714	1	7	RNA cap binding complex	CC	1	1
GO:0009226	0.422418810934129	0.905840035816225	1	8	nucleotide-sugar biosynthetic process	BP	1	1
GO:0009310	0.422705981604487	0.91262649508161	1	5	amine catabolic process	BP	1	1
GO:0042402	0.422705981604487	0.91262649508161	1	5	cellular biogenic amine catabolic process	BP	1	1
GO:0009113	0.423021439088841	0.909371955481346	1	6	purine nucleobase biosynthetic process	BP	1	1
GO:0010043	0.423324539520887	0.83273564595398	2	19	response to zinc ion	BP	1	1
GO:0048027	0.423554755614214	0.905274724892816	1	8	mRNA 5'-UTR binding	MF	1	1
GO:0090069	0.423556421150285	0.906912909728946	1	7	regulation of ribosome biogenesis	BP	1	1
GO:0006525	0.424054720555687	0.906668121279161	1	7	arginine metabolic process	BP	1	1
GO:0098631	0.42451090752694	0.836802667876476	2	13	cell adhesion mediator activity	MF	1	1
GO:0008135	0.424573991191389	0.733836956744143	6	73	translation factor activity, RNA binding	MF	1	1
GO:0016779	0.424671666987251	0.734298258166967	6	67	nucleotidyltransferase activity	MF	1	1
GO:0046974	0.424693498521537	0.911700837608517	1	5	histone methyltransferase activity (H3-K9 specific)	MF	1	1
GO:2000179	0.424704308071728	0.793196727276008	3	27	positive regulation of neural precursor cell proliferation	BP	1	1
GO:0016782	0.424981604615317	0.791380100111073	3	32	transferase activity, transferring sulphur-containing groups	MF	1	1
GO:0016423	0.425006406288864	0.903273265138044	1	9	tRNA (guanine) methyltransferase activity	MF	1	1
GO:0070062	0.425026756083718	0.832136060438949	2	18	extracellular exosome	CC	1	1
GO:0007584	0.425046233020795	0.832771313472312	2	17	response to nutrient	BP	1	1
GO:0048859	0.425241465917799	0.735285383250414	6	55	formation of anatomical boundary	BP	1	1
GO:0044093	0.42587941892658	0.65910661291439	23	248	positive regulation of molecular function	BP	1	1
GO:0042430	0.425899235354236	0.905758526900074	1	7	indole-containing compound metabolic process	BP	1	1
GO:0032877	0.425995679413232	0.907938638137175	1	6	positive regulation of DNA endoreduplication	BP	1	1
GO:0009110	0.426188778439927	0.902672748870036	1	9	vitamin biosynthetic process	BP	1	1
GO:0071900	0.426248511451244	0.766293015173435	4	37	regulation of protein serine/threonine kinase activity	BP	1	1
GO:0010160	0.426954001989523	0.747789168044381	5	45	formation of animal organ boundary	BP	1	1
GO:0042278	0.427167174339169	0.829085612968996	2	21	purine nucleoside metabolic process	BP	1	1
GO:0140666	0.427442487220491	0.904993273773114	1	7	annealing activity	MF	1	1
GO:0010632	0.428401807682514	0.733237873231055	6	51	regulation of epithelial cell migration	BP	1	1
GO:0006829	0.428726465623422	0.830227866067979	2	17	zinc ion transport	BP	1	1
GO:0019199	0.428875873911826	0.792407227193284	3	22	transmembrane receptor protein kinase activity	MF	1	1
GO:0007501	0.42903704871264	0.909656511319921	1	5	mesodermal cell fate specification	BP	1	1
GO:0099173	0.429320651688732	0.790489261306216	3	25	postsynapse organization	BP	1	1
GO:0004536	0.430180524050417	0.761427373683246	4	45	deoxyribonuclease activity	MF	1	1
GO:0061700	0.430637522694185	0.905673517271194	1	6	GATOR2 complex	CC	1	1
GO:0051014	0.430711259463442	0.903359627385293	1	7	actin filament severing	BP	1	1
GO:0042045	0.430880656530195	0.78771560760914	3	29	epithelial fluid transport	BP	1	1
GO:0099518	0.431283802485688	0.789982621025285	3	23	vesicle cytoskeletal trafficking	BP	1	1
GO:0003674	0.431312457725866	0.611725567818797	798	11637	molecular_function	MF	1	1
GO:0007369	0.431989862012787	0.701404102216595	9	89	gastrulation	BP	1	1
GO:0048813	0.432071596005939	0.66708416364029	17	160	dendrite morphogenesis	BP	1	1
GO:0098800	0.432388377960749	0.71366884541077	7	153	inner mitochondrial membrane protein complex	CC	1	1
GO:0000175	0.432431986816945	0.828399421427234	2	16	3'-5'-exoribonuclease activity	MF	1	1
GO:0015813	0.432613663387398	0.90469871402286	1	6	L-glutamate transmembrane transport	BP	1	1
GO:0010332	0.432737797582159	0.826767967919177	2	18	response to gamma radiation	BP	1	1
GO:0061883	0.432801198190374	0.904605878716801	1	6	clathrin-dependent endocytosis involved in vitellogenesis	BP	1	1
GO:0005854	0.432847461994022	0.898194138967531	1	10	nascent polypeptide-associated complex	CC	1	1
GO:0045455	0.433605721218352	0.759163501072982	4	42	ecdysteroid metabolic process	BP	1	1
GO:0030228	0.433976426887036	0.907295822669547	1	5	lipoprotein particle receptor activity	MF	1	1
GO:0008152	0.434068467348808	0.593001197074302	451	6379	metabolic process	BP	1	1
GO:0009064	0.434182161713573	0.785145854466989	3	29	glutamine family amino acid metabolic process	BP	1	1
GO:0060323	0.434288642867793	0.907145310984392	1	5	head morphogenesis	BP	1	1
GO:0140445	0.434571230310076	0.901408066054015	1	7	chromosome, telomeric repeat region	CC	1	1
GO:0031507	0.43457245548506	0.69191352457981	10	112	heterochromatin formation	BP	1	1
GO:0090263	0.434907313715104	0.727284469046388	6	53	positive regulation of canonical Wnt signaling pathway	BP	1	1
GO:0034982	0.435123789515548	0.899397045303564	1	8	mitochondrial protein processing	BP	1	1
GO:0001109	0.435213422381085	0.899350644803323	1	8	promoter clearance during DNA-templated transcription	BP	1	1
GO:0001111	0.435213422381085	0.899350644803323	1	8	RNA polymerase II promoter clearance	BP	1	1
GO:0004675	0.435450775352079	0.906583717459073	1	5	transmembrane receptor protein serine/threonine kinase activity	MF	1	1
GO:0045571	0.435460883014109	0.828150729143936	2	14	negative regulation of imaginal disc growth	BP	1	1
GO:0035171	0.435506311473391	0.827118186482599	2	15	lamellocyte differentiation	BP	1	1
GO:0071907	0.435588449273393	0.90321940313056	1	6	determination of digestive tract left/right asymmetry	BP	1	1
GO:0008365	0.435596065222125	0.903215597445698	1	6	adult chitin-based cuticle development	BP	1	1
GO:1903170	0.43588011163505	0.906375701047428	1	5	negative regulation of calcium ion transmembrane transport	BP	1	1
GO:0098725	0.436287404661222	0.900532532180186	1	7	symmetric cell division	BP	1	1
GO:0048052	0.436364014814377	0.902831370106804	1	6	R1/R6 cell differentiation	BP	1	1
GO:0016018	0.436640475677332	0.896191739563985	1	10	cyclosporin A binding	MF	1	1
GO:0042679	0.437031287267019	0.905816501755453	1	5	compound eye cone cell fate specification	BP	1	1
GO:0042682	0.437031287267019	0.905816501755453	1	5	regulation of compound eye cone cell fate specification	BP	1	1
GO:0030716	0.437170266993911	0.758220294430989	4	34	oocyte fate determination	BP	1	1
GO:0005049	0.437681109889361	0.905499909495184	1	5	nuclear export signal receptor activity	MF	1	1
GO:0031573	0.437929290651782	0.897938366284299	1	8	mitotic intra-S DNA damage checkpoint signaling	BP	1	1
GO:0048168	0.438038294647769	0.826353640533811	2	14	regulation of neuronal synaptic plasticity	BP	1	1
GO:0015379	0.438214579371223	0.90523950068925	1	5	potassium:chloride symporter activity	MF	1	1
GO:0045159	0.438274015600269	0.905210459238989	1	5	myosin II binding	MF	1	1
GO:0045597	0.438322679357611	0.678751863141657	12	119	positive regulation of cell differentiation	BP	1	1
GO:0019239	0.438331326972103	0.820754351620326	2	22	deaminase activity	MF	1	1
GO:0050727	0.438842594375746	0.904932357622362	1	5	regulation of inflammatory response	BP	1	1
GO:0009894	0.439243031181496	0.64015177444018	27	295	regulation of catabolic process	BP	1	1
GO:0061578	0.439563757860544	0.901220107461256	1	6	Lys63-specific deubiquitinase activity	MF	1	1
GO:0060293	0.439702763294613	0.736615036545849	5	47	germ plasm	CC	1	1
GO:0140104	0.439908020882518	0.779727936584379	3	32	molecular carrier activity	MF	1	1
GO:0098869	0.439910992524919	0.892822559641282	1	12	cellular oxidant detoxification	BP	1	1
GO:1901976	0.439971287175153	0.898636711554976	1	7	regulation of cell cycle checkpoint	BP	1	1
GO:0001112	0.440066746031451	0.896818198060227	1	8	DNA-templated transcription open complex formation	BP	1	1
GO:0001113	0.440066746031451	0.896818198060227	1	8	transcription open complex formation at RNA polymerase II promoter	BP	1	1
GO:0001120	0.440066746031451	0.896818198060227	1	8	protein-DNA complex remodeling	BP	1	1
GO:0034367	0.440066746031451	0.896818198060227	1	8	protein-containing complex remodeling	BP	1	1
GO:0045478	0.440156230713568	0.823853742005401	2	15	fusome organization	BP	1	1
GO:0006541	0.440413994149799	0.90078914887618	1	6	glutamine metabolic process	BP	1	1
GO:0048262	0.440428488196876	0.900781792025317	1	6	determination of dorsal/ventral asymmetry	BP	1	1
GO:0048471	0.440529999946963	0.701488780353331	8	77	perinuclear region of cytoplasm	CC	1	1
GO:0032231	0.440604401655039	0.824554675187351	2	14	regulation of actin filament bundle assembly	BP	1	1
GO:0000407	0.440756727216701	0.821774649633478	2	17	phagophore assembly site	CC	1	1
GO:2001242	0.44081918307491	0.898197175720856	1	7	regulation of intrinsic apoptotic signaling pathway	BP	1	1
GO:0031519	0.440924877537732	0.781466122839741	3	25	PcG protein complex	CC	1	1
GO:0009331	0.441064774582068	0.900458487552619	1	6	glycerol-3-phosphate dehydrogenase complex	CC	1	1
GO:0004952	0.441259543531388	0.903744407753137	1	5	dopamine neurotransmitter receptor activity	MF	1	1
GO:0006270	0.441367825315719	0.779861478805024	3	28	DNA replication initiation	BP	1	1
GO:0035331	0.441370242519951	0.736262401173708	5	42	negative regulation of hippo signaling	BP	1	1
GO:0035070	0.441806147988692	0.754090757538598	4	35	salivary gland histolysis	BP	1	1
GO:0034308	0.442591122152859	0.894102266995664	1	9	primary alcohol metabolic process	BP	1	1
GO:0051336	0.442595767387403	0.656314368497951	17	193	regulation of hydrolase activity	BP	1	1
GO:0072599	0.442651935650999	0.815931934206796	2	27	establishment of protein localization to endoplasmic reticulum	BP	1	1
GO:2000241	0.443007675658195	0.674238661804629	12	123	regulation of reproductive process	BP	1	1
GO:0007348	0.443508295436611	0.899210720156053	1	6	regulation of syncytial blastoderm mitotic cell cycle	BP	1	1
GO:0016740	0.443573157912331	0.599953893485579	99	1217	transferase activity	MF	1	1
GO:1901419	0.443621208303343	0.896736125625041	1	7	regulation of response to alcohol	BP	1	1
GO:0009996	0.443766047331377	0.821297385405466	2	15	negative regulation of cell fate specification	BP	1	1
GO:0098802	0.443840463774625	0.734402454857577	5	41	plasma membrane signaling receptor complex	CC	1	1
GO:0042066	0.443985444168587	0.902393333074894	1	5	perineurial glial growth	BP	1	1
GO:0008241	0.444103670231338	0.898905204961928	1	6	peptidyl-dipeptidase activity	MF	1	1
GO:0065003	0.445502929348752	0.619846224064621	40	603	protein-containing complex assembly	BP	1	1
GO:0031623	0.446242134241575	0.81953267762687	2	15	receptor internalization	BP	1	1
GO:0006898	0.446275957400186	0.705869951418867	7	64	receptor-mediated endocytosis	BP	1	1
GO:0000422	0.446322387592139	0.774631770742465	3	32	autophagy of mitochondrion	BP	1	1
GO:0061726	0.446322387592139	0.774631770742465	3	32	mitochondrion disassembly	BP	1	1
GO:0035097	0.446623641998113	0.748567513945219	4	41	histone methyltransferase complex	CC	1	1
GO:0034755	0.446730808542186	0.897550090169624	1	6	iron ion transmembrane transport	BP	1	1
GO:2001135	0.44673825168599	0.897546234621498	1	6	regulation of endocytic recycling	BP	1	1
GO:0042446	0.446850055193985	0.773208246673054	3	36	hormone biosynthetic process	BP	1	1
GO:0042327	0.447048859159842	0.695727457001955	8	76	positive regulation of phosphorylation	BP	1	1
GO:0005507	0.447073748778692	0.813648416079241	2	24	copper ion binding	MF	1	1
GO:0005863	0.447215756048017	0.900776685559978	1	5	striated muscle myosin thick filament	CC	1	1
GO:0014866	0.447267629316391	0.89481508793982	1	7	skeletal myofibril assembly	BP	1	1
GO:0061982	0.447546271536346	0.67475405867617	11	117	meiosis I cell cycle process	BP	1	1
GO:0017076	0.448205105449303	0.600845791323471	77	820	purine nucleotide binding	MF	1	1
GO:0045773	0.449123175860472	0.817467822515014	2	15	positive regulation of axon extension	BP	1	1
GO:0051489	0.449240900236003	0.747608596809121	4	36	regulation of filopodium assembly	BP	1	1
GO:0031970	0.449369373909364	0.810246276497356	2	30	organelle envelope lumen	CC	1	1
GO:1990146	0.449928490842749	0.89339912371006	1	7	protein localization to rhabdomere	BP	1	1
GO:0005856	0.450221201264466	0.609498533020865	50	555	cytoskeleton	CC	1	1
GO:0032553	0.450546556656129	0.598552584809746	77	821	ribonucleotide binding	MF	1	1
GO:0035216	0.450609707836492	0.817446898236407	2	14	haltere disc development	BP	1	1
GO:0006116	0.450670152380873	0.895496610137954	1	6	NADH oxidation	BP	1	1
GO:0002090	0.450903400565876	0.895374210542531	1	6	regulation of receptor internalization	BP	1	1
GO:0051204	0.451185863477216	0.884885028023643	1	15	protein insertion into mitochondrial membrane	BP	1	1
GO:0003382	0.451202915020397	0.746903088055341	4	33	epithelial cell morphogenesis	BP	1	1
GO:1903391	0.452649664146161	0.894454938654008	1	6	regulation of adherens junction organization	BP	1	1
GO:0022627	0.45270653165051	0.805705444765419	2	43	cytosolic small ribosomal subunit	CC	1	1
GO:0005927	0.453840910375181	0.81511941640788	2	14	muscle tendon junction	CC	1	1
GO:0040029	0.453971899475323	0.659286056848739	13	143	epigenetic regulation of gene expression	BP	1	1
GO:0006884	0.454246661954926	0.893609752119673	1	6	cell volume homeostasis	BP	1	1
GO:0140112	0.454563324309108	0.890903999480678	1	7	extracellular vesicle biogenesis	BP	1	1
GO:0070633	0.45529214035418	0.768034968839339	3	30	transepithelial transport	BP	1	1
GO:0015291	0.455435547367714	0.662750142234602	12	122	secondary active transmembrane transporter activity	MF	1	1
GO:0030518	0.455524012616084	0.811912173986289	2	16	intracellular steroid hormone receptor signaling pathway	BP	1	1
GO:0034708	0.455586654923944	0.721472944057653	5	56	methyltransferase complex	CC	1	1
GO:0005080	0.455607333434362	0.892886240837639	1	6	protein kinase C binding	MF	1	1
GO:0044325	0.455608876138031	0.892885418755873	1	6	transmembrane transporter binding	MF	1	1
GO:0010769	0.456089688442765	0.811498264051222	2	16	regulation of cell morphogenesis involved in differentiation	BP	1	1
GO:0016571	0.456730545434158	0.706369315776303	6	66	histone methylation	BP	1	1
GO:0042387	0.457201224073037	0.768513228182785	3	25	plasmatocyte differentiation	BP	1	1
GO:0071407	0.457392547089674	0.720982391896934	5	49	cellular response to organic cyclic compound	BP	1	1
GO:0090209	0.457633817700037	0.891802881997272	1	6	negative regulation of triglyceride metabolic process	BP	1	1
GO:0035308	0.457696952101399	0.885804747176372	1	9	negative regulation of protein dephosphorylation	BP	1	1
GO:0003997	0.457956861181814	0.891629538260049	1	6	acyl-CoA oxidase activity	MF	1	1
GO:0016715	0.458132423513563	0.891535257799219	1	6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0042805	0.45833076458235	0.891428681570228	1	6	actinin binding	MF	1	1
GO:0051393	0.45833076458235	0.891428681570228	1	6	alpha-actinin binding	MF	1	1
GO:2000378	0.458570065861443	0.888717362017947	1	7	negative regulation of reactive oxygen species metabolic process	BP	1	1
GO:0035173	0.458696909512602	0.888647686801295	1	7	histone kinase activity	MF	1	1
GO:0000280	0.458774518131863	0.620003234157429	28	310	nuclear division	BP	1	1
GO:0009145	0.459094799451293	0.802746441161168	2	31	purine nucleoside triphosphate biosynthetic process	BP	1	1
GO:0009206	0.459094799451293	0.802746441161168	2	31	purine ribonucleoside triphosphate biosynthetic process	BP	1	1
GO:0051382	0.459153500061927	0.890985878606523	1	6	kinetochore assembly	BP	1	1
GO:0070536	0.459248171170382	0.890934851782428	1	6	protein K63-linked deubiquitination	BP	1	1
GO:0008307	0.459361129831219	0.810029187940304	2	15	structural constituent of muscle	MF	1	1
GO:0010037	0.460270933833863	0.89038261660468	1	6	response to carbon dioxide	BP	1	1
GO:0015014	0.4602817342092	0.890376775460176	1	6	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	BP	1	1
GO:0048636	0.460308999027295	0.890362028997845	1	6	positive regulation of muscle organ development	BP	1	1
GO:0007310	0.460397114064023	0.737390427207306	4	39	oocyte dorsal/ventral axis specification	BP	1	1
GO:0035725	0.460822166064129	0.691597264658167	7	75	sodium ion transmembrane transport	BP	1	1
GO:0001816	0.460825235265859	0.887474444901619	1	7	cytokine production	BP	1	1
GO:0072553	0.460856912870435	0.73751748202558	4	37	terminal button organization	BP	1	1
